Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня
2026-03-10,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,19,шт,5400.0,102600.0,CLNT-1007,Склад Алматы (Южный РЦ),320
2026-03-10,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,13,шт,5400.0,70200.0,CLNT-1055,Склад Астана (Главный РЦ),409
2026-03-10,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,12,шт,4800.0,57600.0,CLNT-1028,Склад Астана (Главный РЦ),637
2026-03-10,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,16,шт,420.0,6720.0,CLNT-1091,Склад Астана (Главный РЦ),1975
2026-03-10,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,7,шт,6200.0,43400.0,CLNT-1031,Склад Алматы (Южный РЦ),552
2026-03-10,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,16,шт,6200.0,99200.0,CLNT-1019,Склад Астана (Главный РЦ),487
2026-03-10,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,10,шт,6200.0,62000.0,CLNT-1097,Склад Астана (Главный РЦ),477
2026-03-10,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,8,шт,6200.0,49600.0,CLNT-1080,Склад Астана (Главный РЦ),469
2026-03-10,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,16,шт,3100.0,49600.0,CLNT-1063,Склад Алматы (Южный РЦ),448
2026-03-10,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,2,шт,3100.0,6200.0,CLNT-1059,Склад Астана (Главный РЦ),574
2026-03-10,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,9,шт,1450.0,13050.0,CLNT-1009,Склад Астана (Главный РЦ),1337
2026-03-10,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,46,шт,1450.0,66700.0,CLNT-1092,Склад Астана (Главный РЦ),1291
2026-03-10,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,22,шт,1200.0,26400.0,CLNT-1051,Склад Алматы (Южный РЦ),738
2026-03-10,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,11,шт,850.0,9350.0,CLNT-1003,Склад Алматы (Южный РЦ),740
2026-03-10,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,4,шт,850.0,3400.0,CLNT-1056,Склад Алматы (Южный РЦ),736
2026-03-10,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,16,шт,850.0,13600.0,CLNT-1071,Склад Астана (Главный РЦ),299
2026-03-10,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,29,шт,720.0,20880.0,CLNT-1004,Склад Астана (Главный РЦ),379
2026-03-10,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,9,шт,720.0,6480.0,CLNT-1040,Склад Астана (Главный РЦ),1570
2026-03-10,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,109,м,160.0,17440.0,CLNT-1010,Склад Алматы (Южный РЦ),3024
2026-03-10,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,96,м,160.0,15360.0,CLNT-1004,Склад Алматы (Южный РЦ),2928
2026-03-10,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,49,м,2850.0,139650.0,CLNT-1038,Склад Алматы (Южный РЦ),1119
2026-03-10,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,16,м,2850.0,45600.0,CLNT-1016,Склад Алматы (Южный РЦ),1103
2026-03-10,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,72,м,2850.0,205200.0,CLNT-1034,Склад Алматы (Южный РЦ),1031
2026-03-10,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,64,м,2850.0,182400.0,CLNT-1082,Склад Астана (Главный РЦ),579
2026-03-10,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,122,м,75.0,9150.0,CLNT-1097,Склад Астана (Главный РЦ),10048
2026-03-10,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,135,м,75.0,10125.0,CLNT-1021,Склад Астана (Главный РЦ),9913
2026-03-10,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,141,м,75.0,10575.0,CLNT-1053,Склад Астана (Главный РЦ),9772
2026-03-10,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,87,м,75.0,6525.0,CLNT-1072,Склад Астана (Главный РЦ),9685
2026-03-10,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,4,шт,14200.0,56800.0,CLNT-1055,Склад Алматы (Южный РЦ),169
2026-03-10,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,3,шт,24500.0,73500.0,CLNT-1005,Склад Астана (Главный РЦ),113
2026-03-10,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,6,шт,24500.0,147000.0,CLNT-1051,Склад Астана (Главный РЦ),107
2026-03-10,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,65,шт,480.0,31200.0,CLNT-1084,Склад Алматы (Южный РЦ),1964
2026-03-10,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,65,шт,480.0,31200.0,CLNT-1081,Склад Алматы (Южный РЦ),1899
2026-03-10,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,175,шт,110.0,19250.0,CLNT-1101,Склад Алматы (Южный РЦ),3045
2026-03-10,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,56,шт,110.0,6160.0,CLNT-1052,Склад Астана (Главный РЦ),4278
2026-03-10,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,142,шт,110.0,15620.0,CLNT-1036,Склад Алматы (Южный РЦ),2903
2026-03-10,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,223,шт,110.0,24530.0,CLNT-1034,Склад Астана (Главный РЦ),4055
2026-03-11,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,23,м,420.0,9660.0,CLNT-1082,Склад Астана (Главный РЦ),4290
2026-03-11,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,101,м,420.0,42420.0,CLNT-1013,Склад Астана (Главный РЦ),4189
2026-03-11,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,170,м,420.0,71400.0,CLNT-1027,Склад Астана (Главный РЦ),4019
2026-03-11,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,183,м,680.0,124440.0,CLNT-1107,Склад Алматы (Южный РЦ),6962
2026-03-11,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,206,м,680.0,140080.0,CLNT-1035,Склад Астана (Главный РЦ),3170
2026-03-11,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,129,м,680.0,87720.0,CLNT-1076,Склад Алматы (Южный РЦ),6833
2026-03-11,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,177,м,680.0,120360.0,CLNT-1032,Склад Алматы (Южный РЦ),6656
2026-03-11,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,22,м,950.0,20900.0,CLNT-1094,Склад Астана (Главный РЦ),3416
2026-03-11,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,53,м,950.0,50350.0,CLNT-1040,Склад Алматы (Южный РЦ),1181
2026-03-11,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,50,м,950.0,47500.0,CLNT-1001,Склад Алматы (Южный РЦ),1131
2026-03-11,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,43,м,950.0,40850.0,CLNT-1076,Склад Алматы (Южный РЦ),1088
2026-03-11,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,141,м,180.0,25380.0,CLNT-1053,Склад Астана (Главный РЦ),1484
2026-03-11,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,57,м,180.0,10260.0,CLNT-1055,Склад Алматы (Южный РЦ),3056
2026-03-11,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,61,м,540.0,32940.0,CLNT-1016,Склад Астана (Главный РЦ),1085
2026-03-11,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,71,м,540.0,38340.0,CLNT-1032,Склад Алматы (Южный РЦ),2249
2026-03-11,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,29,м,540.0,15660.0,CLNT-1012,Склад Алматы (Южный РЦ),2220
2026-03-11,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,43,шт,1150.0,49450.0,CLNT-1091,Склад Астана (Главный РЦ),859
2026-03-11,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,2,шт,1150.0,2300.0,CLNT-1090,Склад Астана (Главный РЦ),857
2026-03-11,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,64,шт,1150.0,73600.0,CLNT-1116,Склад Алматы (Южный РЦ),1659
2026-03-11,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,11,шт,4600.0,50600.0,CLNT-1036,Склад Астана (Главный РЦ),609
2026-03-11,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,9,шт,4200.0,37800.0,CLNT-1002,Склад Астана (Главный РЦ),713
2026-03-11,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,7,шт,4200.0,29400.0,CLNT-1057,Склад Астана (Главный РЦ),706
2026-03-11,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,11,шт,4200.0,46200.0,CLNT-1089,Склад Астана (Главный РЦ),695
2026-03-11,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,25,шт,3850.0,96250.0,CLNT-1024,Склад Астана (Главный РЦ),430
2026-03-11,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,23,шт,3850.0,88550.0,CLNT-1067,Склад Алматы (Южный РЦ),1077
2026-03-11,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,1,шт,18500.0,18500.0,CLNT-1038,Склад Алматы (Южный РЦ),59
2026-03-11,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,1,шт,18500.0,18500.0,CLNT-1113,Склад Астана (Главный РЦ),137
2026-03-11,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,3,шт,18500.0,55500.0,CLNT-1020,Склад Алматы (Южный РЦ),56
2026-03-11,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,9,шт,5400.0,48600.0,CLNT-1059,Склад Астана (Главный РЦ),400
2026-03-11,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,16,шт,5400.0,86400.0,CLNT-1089,Склад Алматы (Южный РЦ),304
2026-03-11,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,17,шт,5400.0,91800.0,CLNT-1099,Склад Алматы (Южный РЦ),287
2026-03-11,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,13,шт,4800.0,62400.0,CLNT-1016,Склад Алматы (Южный РЦ),575
2026-03-11,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,17,шт,4800.0,81600.0,CLNT-1067,Склад Астана (Главный РЦ),620
2026-03-11,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,15,шт,420.0,6300.0,CLNT-1084,Склад Астана (Главный РЦ),1960
2026-03-11,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,1,шт,420.0,420.0,CLNT-1108,Склад Астана (Главный РЦ),1959
2026-03-11,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,35,шт,420.0,14700.0,CLNT-1049,Склад Астана (Главный РЦ),1924
2026-03-11,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,101,шт,420.0,42420.0,CLNT-1049,Склад Астана (Главный РЦ),1823
2026-03-11,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,19,шт,6200.0,117800.0,CLNT-1025,Склад Алматы (Южный РЦ),533
2026-03-11,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,16,шт,3100.0,49600.0,CLNT-1047,Склад Астана (Главный РЦ),558
2026-03-11,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,7,шт,3100.0,21700.0,CLNT-1059,Склад Астана (Главный РЦ),551
2026-03-11,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,1,шт,3100.0,3100.0,CLNT-1073,Склад Алматы (Южный РЦ),447
2026-03-11,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,1,шт,1450.0,1450.0,CLNT-1096,Склад Астана (Главный РЦ),1290
2026-03-11,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,15,шт,1450.0,21750.0,CLNT-1065,Склад Алматы (Южный РЦ),1560
2026-03-11,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,21,шт,1450.0,30450.0,CLNT-1056,Склад Астана (Главный РЦ),1269
2026-03-11,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,38,шт,1200.0,45600.0,CLNT-1101,Склад Астана (Главный РЦ),521
2026-03-11,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,32,шт,1200.0,38400.0,CLNT-1113,Склад Астана (Главный РЦ),489
2026-03-11,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,24,шт,1200.0,28800.0,CLNT-1030,Склад Алматы (Южный РЦ),714
2026-03-11,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,6,шт,850.0,5100.0,CLNT-1109,Склад Алматы (Южный РЦ),730
2026-03-11,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,10,шт,720.0,7200.0,CLNT-1050,Склад Астана (Главный РЦ),1560
2026-03-11,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,25,шт,720.0,18000.0,CLNT-1006,Склад Алматы (Южный РЦ),1022
2026-03-11,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,31,шт,720.0,22320.0,CLNT-1007,Склад Алматы (Южный РЦ),991
2026-03-11,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,27,шт,720.0,19440.0,CLNT-1018,Склад Астана (Главный РЦ),1533
2026-03-11,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,50,м,160.0,8000.0,CLNT-1051,Склад Астана (Главный РЦ),7491
2026-03-11,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,160,м,160.0,25600.0,CLNT-1012,Склад Астана (Главный РЦ),7331
2026-03-11,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,145,м,160.0,23200.0,CLNT-1045,Склад Астана (Главный РЦ),7186
2026-03-11,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,48,м,160.0,7680.0,CLNT-1093,Склад Алматы (Южный РЦ),2880
2026-03-11,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,24,м,2850.0,68400.0,CLNT-1052,Склад Алматы (Южный РЦ),1007
2026-03-11,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,59,м,2850.0,168150.0,CLNT-1042,Склад Алматы (Южный РЦ),948
2026-03-11,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,37,м,2850.0,105450.0,CLNT-1118,Склад Астана (Главный РЦ),542
2026-03-11,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,80,м,2850.0,228000.0,CLNT-1041,Склад Астана (Главный РЦ),462
2026-03-11,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,195,м,75.0,14625.0,CLNT-1045,Склад Алматы (Южный РЦ),8929
2026-03-11,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,112,м,75.0,8400.0,CLNT-1022,Склад Астана (Главный РЦ),9573
2026-03-11,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,152,м,75.0,11400.0,CLNT-1055,Склад Астана (Главный РЦ),9421
2026-03-11,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,5,шт,14200.0,71000.0,CLNT-1006,Склад Астана (Главный РЦ),259
2026-03-11,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,3,шт,14200.0,42600.0,CLNT-1057,Склад Астана (Главный РЦ),256
2026-03-11,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,2,шт,14200.0,28400.0,CLNT-1100,Склад Астана (Главный РЦ),254
2026-03-11,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,5,шт,24500.0,122500.0,CLNT-1109,Склад Алматы (Южный РЦ),80
2026-03-11,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,5,шт,24500.0,122500.0,CLNT-1087,Склад Астана (Главный РЦ),102
2026-03-11,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,4,шт,24500.0,98000.0,CLNT-1009,Склад Астана (Главный РЦ),98
2026-03-11,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,6,шт,24500.0,147000.0,CLNT-1045,Склад Астана (Главный РЦ),92
2026-03-11,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,30,шт,480.0,14400.0,CLNT-1019,Склад Астана (Главный РЦ),2214
2026-03-11,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,82,шт,480.0,39360.0,CLNT-1032,Склад Астана (Главный РЦ),2132
2026-03-11,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,21,шт,480.0,10080.0,CLNT-1033,Склад Алматы (Южный РЦ),1878
2026-03-11,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,64,шт,110.0,7040.0,CLNT-1075,Склад Алматы (Южный РЦ),2839
2026-03-12,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,2,м,420.0,840.0,CLNT-1000,Склад Алматы (Южный РЦ),6506
2026-03-12,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,56,м,420.0,23520.0,CLNT-1108,Склад Астана (Главный РЦ),3963
2026-03-12,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,54,м,420.0,22680.0,CLNT-1025,Склад Алматы (Южный РЦ),6452
2026-03-12,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,96,м,420.0,40320.0,CLNT-1116,Склад Астана (Главный РЦ),3867
2026-03-12,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,131,м,680.0,89080.0,CLNT-1099,Склад Астана (Главный РЦ),3039
2026-03-12,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,39,м,680.0,26520.0,CLNT-1040,Склад Астана (Главный РЦ),3000
2026-03-12,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,90,м,680.0,61200.0,CLNT-1111,Склад Алматы (Южный РЦ),6566
2026-03-12,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,92,м,680.0,62560.0,CLNT-1008,Склад Астана (Главный РЦ),2908
2026-03-12,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,1,м,950.0,950.0,CLNT-1031,Склад Астана (Главный РЦ),3415
2026-03-12,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,17,м,950.0,16150.0,CLNT-1005,Склад Астана (Главный РЦ),3398
2026-03-12,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,21,м,950.0,19950.0,CLNT-1038,Склад Алматы (Южный РЦ),1067
2026-03-12,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,67,м,950.0,63650.0,CLNT-1034,Склад Алматы (Южный РЦ),1000
2026-03-12,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,90,м,180.0,16200.0,CLNT-1065,Склад Алматы (Южный РЦ),2966
2026-03-12,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,111,м,180.0,19980.0,CLNT-1007,Склад Алматы (Южный РЦ),2855
2026-03-12,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,11,м,540.0,5940.0,CLNT-1088,Склад Астана (Главный РЦ),3474
2026-03-12,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,112,м,540.0,60480.0,CLNT-1094,Склад Астана (Главный РЦ),3362
2026-03-12,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,66,шт,1150.0,75900.0,CLNT-1077,Склад Астана (Главный РЦ),791
2026-03-12,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,1,шт,1150.0,1150.0,CLNT-1035,Склад Алматы (Южный РЦ),1630
2026-03-12,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,25,шт,1150.0,28750.0,CLNT-1085,Склад Астана (Главный РЦ),1196
2026-03-12,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,14,шт,4600.0,64400.0,CLNT-1055,Склад Астана (Главный РЦ),595
2026-03-12,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,18,шт,4200.0,75600.0,CLNT-1060,Склад Алматы (Южный РЦ),748
2026-03-12,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,11,шт,3850.0,42350.0,CLNT-1117,Склад Алматы (Южный РЦ),1066
2026-03-12,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,15,шт,3850.0,57750.0,CLNT-1073,Склад Алматы (Южный РЦ),1051
2026-03-12,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,12,шт,3850.0,46200.0,CLNT-1017,Склад Алматы (Южный РЦ),1039
2026-03-12,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,19,шт,3850.0,73150.0,CLNT-1043,Склад Алматы (Южный РЦ),1020
2026-03-12,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,4,шт,18500.0,74000.0,CLNT-1014,Склад Астана (Главный РЦ),133
2026-03-12,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,1,шт,18500.0,18500.0,CLNT-1049,Склад Астана (Главный РЦ),132
2026-03-12,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,25,шт,5400.0,135000.0,CLNT-1038,Склад Астана (Главный РЦ),375
2026-03-12,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,9,шт,5400.0,48600.0,CLNT-1005,Склад Астана (Главный РЦ),366
2026-03-12,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,8,шт,5400.0,43200.0,CLNT-1045,Склад Астана (Главный РЦ),358
2026-03-12,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,16,шт,4800.0,76800.0,CLNT-1062,Склад Алматы (Южный РЦ),559
2026-03-12,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,17,шт,4800.0,81600.0,CLNT-1065,Склад Астана (Главный РЦ),603
2026-03-12,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,17,шт,4800.0,81600.0,CLNT-1001,Склад Алматы (Южный РЦ),542
2026-03-12,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,3,шт,4800.0,14400.0,CLNT-1063,Склад Астана (Главный РЦ),600
2026-03-12,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,37,шт,420.0,15540.0,CLNT-1086,Склад Астана (Главный РЦ),1786
2026-03-12,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,73,шт,420.0,30660.0,CLNT-1043,Склад Астана (Главный РЦ),1713
2026-03-12,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,9,шт,6200.0,55800.0,CLNT-1055,Склад Астана (Главный РЦ),460
2026-03-12,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,3,шт,3100.0,9300.0,CLNT-1078,Склад Астана (Главный РЦ),548
2026-03-12,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,29,шт,1450.0,42050.0,CLNT-1083,Склад Астана (Главный РЦ),1240
2026-03-12,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,14,шт,1450.0,20300.0,CLNT-1109,Склад Алматы (Южный РЦ),1546
2026-03-12,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,47,шт,1450.0,68150.0,CLNT-1029,Склад Астана (Главный РЦ),1193
