Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня,Тип_Транзакции,Примечание_Закупщика
2026-04-13,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,102,шт,1150.0,117300.0,CLNT-1139,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,79,шт,1150.0,90850.0,CLNT-1005,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,73,шт,1150.0,83950.0,CLNT-1139,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,69,шт,1150.0,79350.0,CLNT-1100,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,31,шт,4600.0,142600.0,CLNT-1042,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,11,шт,4600.0,50600.0,CLNT-1028,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,39,шт,4200.0,163800.0,CLNT-1037,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,23,шт,4200.0,96600.0,CLNT-1149,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,41,шт,3850.0,157850.0,CLNT-1078,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,28,шт,3850.0,107800.0,CLNT-1113,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,4,шт,18500.0,74000.0,CLNT-1149,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,3,шт,18500.0,55500.0,CLNT-1010,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,48,шт,5400.0,259200.0,CLNT-1029,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,33,шт,5400.0,178200.0,CLNT-1126,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,36,шт,4800.0,172800.0,CLNT-1146,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,32,шт,4800.0,153600.0,CLNT-1121,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,129,шт,420.0,54180.0,CLNT-1068,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,97,шт,420.0,40740.0,CLNT-1021,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,23,шт,6200.0,142600.0,CLNT-1020,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,11,шт,6200.0,68200.0,CLNT-1142,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,18,шт,3100.0,55800.0,CLNT-1144,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,11,шт,3100.0,34100.0,CLNT-1116,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,78,шт,1450.0,113100.0,CLNT-1090,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,72,шт,1450.0,104400.0,CLNT-1044,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,64,шт,1200.0,76800.0,CLNT-1001,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,55,шт,1200.0,66000.0,CLNT-1066,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,41,шт,850.0,34850.0,CLNT-1143,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,26,шт,850.0,22100.0,CLNT-1149,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,47,шт,720.0,33840.0,CLNT-1127,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,31,шт,720.0,22320.0,CLNT-1033,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,165,м,160.0,26400.0,CLNT-1064,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,142,м,160.0,22720.0,CLNT-1094,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,114,м,2850.0,324900.0,CLNT-1004,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,80,м,2850.0,228000.0,CLNT-1070,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,266,м,75.0,19950.0,CLNT-1115,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,161,м,75.0,12075.0,CLNT-1092,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,21,шт,14200.0,298200.0,CLNT-1032,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,13,шт,14200.0,184600.0,CLNT-1025,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,7,шт,24500.0,171500.0,CLNT-1016,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,6,шт,24500.0,147000.0,CLNT-1129,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,51,шт,480.0,24480.0,CLNT-1057,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,43,шт,480.0,20640.0,CLNT-1115,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,195,шт,110.0,21450.0,CLNT-1043,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-13,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,171,шт,110.0,18810.0,CLNT-1019,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,186,м,420.0,78120.0,CLNT-1127,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,114,м,420.0,47880.0,CLNT-1135,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,222,м,680.0,150960.0,CLNT-1025,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,152,м,680.0,103360.0,CLNT-1001,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,100,м,950.0,95000.0,CLNT-1121,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,55,м,950.0,52250.0,CLNT-1149,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,140,м,180.0,25200.0,CLNT-1098,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,98,м,180.0,17640.0,CLNT-1080,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,77,м,540.0,41580.0,CLNT-1006,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,71,м,540.0,38340.0,CLNT-1134,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,21,м,1450.0,30450.0,CLNT-1148,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,24,м,1450.0,34800.0,CLNT-1125,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,91,шт,1150.0,104650.0,CLNT-1025,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,74,шт,1150.0,85100.0,CLNT-1115,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,83,шт,1150.0,95450.0,CLNT-1028,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,51,шт,1150.0,58650.0,CLNT-1021,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,43,шт,4600.0,197800.0,CLNT-1144,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,21,шт,4600.0,96600.0,CLNT-1054,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,30,шт,4200.0,126000.0,CLNT-1069,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,18,шт,4200.0,75600.0,CLNT-1142,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,38,шт,3850.0,146300.0,CLNT-1076,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,13,шт,3850.0,50050.0,CLNT-1113,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,6,шт,18500.0,111000.0,CLNT-1012,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,2,шт,18500.0,37000.0,CLNT-1081,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,42,шт,5400.0,226800.0,CLNT-1139,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,49,шт,5400.0,264600.0,CLNT-1099,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,42,шт,4800.0,201600.0,CLNT-1028,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,31,шт,4800.0,148800.0,CLNT-1062,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,128,шт,420.0,53760.0,CLNT-1105,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,88,шт,420.0,36960.0,CLNT-1004,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,22,шт,6200.0,136400.0,CLNT-1143,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,13,шт,6200.0,80600.0,CLNT-1128,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,19,шт,3100.0,58900.0,CLNT-1145,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,14,шт,3100.0,43400.0,CLNT-1061,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-LGT-006,Устаревшая люминесцентная лампа Т8 36W G13 (Deadstock),Светотехника,15,шт,650.0,9750.0,CLNT-OLD-FACTORY-REPAIR,Склад Алматы (Южный РЦ),0,МЕРТВЫЙ СТОК (Единичная покупка за год),Устаревшая лампа. Покупка 15 шт раз в год. НЕЛЬЗЯ делать автозаказ — товар выводится из ассортимента!
2026-04-14,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,75,шт,1450.0,108750.0,CLNT-1140,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,52,шт,1450.0,75400.0,CLNT-1039,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,68,шт,1200.0,81600.0,CLNT-1013,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,46,шт,1200.0,55200.0,CLNT-1092,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,36,шт,850.0,30600.0,CLNT-1051,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,32,шт,850.0,27200.0,CLNT-1100,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,38,шт,720.0,27360.0,CLNT-1034,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,36,шт,720.0,25920.0,CLNT-1001,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,186,м,160.0,29760.0,CLNT-1054,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,154,м,160.0,24640.0,CLNT-1081,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,91,м,2850.0,259350.0,CLNT-1002,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,94,м,2850.0,267900.0,CLNT-1091,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,269,м,75.0,20175.0,CLNT-1057,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,174,м,75.0,13050.0,CLNT-1103,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,11,шт,14200.0,156200.0,CLNT-1135,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,13,шт,14200.0,184600.0,CLNT-1100,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,9,шт,24500.0,220500.0,CLNT-1018,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,7,шт,24500.0,171500.0,CLNT-1058,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,57,шт,480.0,27360.0,CLNT-1064,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,33,шт,480.0,15840.0,CLNT-1040,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,200,шт,110.0,22000.0,CLNT-1080,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-14,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,165,шт,110.0,18150.0,CLNT-1066,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,162,м,420.0,68040.0,CLNT-1035,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,115,м,420.0,48300.0,CLNT-1113,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,214,м,680.0,145520.0,CLNT-1027,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,154,м,680.0,104720.0,CLNT-1031,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,89,м,950.0,84550.0,CLNT-1093,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,54,м,950.0,51300.0,CLNT-1024,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,142,м,180.0,25560.0,CLNT-1114,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,103,м,180.0,18540.0,CLNT-1046,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,95,м,540.0,51300.0,CLNT-1036,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,73,м,540.0,39420.0,CLNT-1121,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,28,м,1450.0,40600.0,CLNT-1141,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,18,м,1450.0,26100.0,CLNT-1040,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,80,шт,1150.0,92000.0,CLNT-1095,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,67,шт,1150.0,77050.0,CLNT-1030,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,90,шт,1150.0,103500.0,CLNT-1082,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,52,шт,1150.0,59800.0,CLNT-1124,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,36,шт,4600.0,165600.0,CLNT-1066,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,25,шт,4600.0,115000.0,CLNT-1084,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,20,шт,4200.0,84000.0,CLNT-1107,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,17,шт,4200.0,71400.0,CLNT-1046,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,38,шт,3850.0,146300.0,CLNT-1016,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,24,шт,3850.0,92400.0,CLNT-1028,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,6,шт,18500.0,111000.0,CLNT-1094,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
